year_fall,term_fall,crn_fall,professor,course,gpa_fall,n_students_fall,instruction_method_fall,course_modality_fall,As_fall,Bs_fall,Cs_fall,Ds_fall,Fs_fall,withdrawal_while_failing_fall,As_through_WFs_fall,DWFs_fall,other_fall,A_plus_fall,A_regular_fall,A_minus_fall,B_plus_fall,B_regular_fall,B_minus_fall,C_plus_fall,C_regular_fall,C_minus_fall,D_regular_fall,F_regular_fall,term_year_fall,term_year_ordered_fall,course_prefix_fall,course_pnbr_fall,course_level_fall,year_spring,term_spring,crn_spring,gpa_spring,n_students_spring,instruction_method_spring,course_modality_spring,As_spring,Bs_spring,Cs_spring,Ds_spring,Fs_spring,withdrawal_while_failing_spring,As_through_WFs_spring,DWFs_spring,other_spring,A_plus_spring,A_regular_spring,A_minus_spring,B_plus_spring,B_regular_spring,B_minus_spring,C_plus_spring,C_regular_spring,C_minus_spring,D_regular_spring,F_regular_spring,term_year_spring,term_year_ordered_spring,course_prefix_spring,course_pnbr_spring,course_level_spring,diff,academic_year,course_modality,course_level
2019,Fall,93624,"Peddle, Joel",POLS 1101,2.83,24,NULL,?,8,9,3,0,3,0,23,16.7,0,0,8,0,0,9,0,0,3,0,0,3,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,16187,2.87,34,NULL,?,11,11,6,0,3,0,31,8.8,3,0,11,0,0,11,0,0,6,0,0,3,Spring 2020,6,POLS ,1101,Undergraduate,0.040000000000000036,2019-2020,?,Undergraduate
2019,Fall,93624,"Peddle, Joel",POLS 1101,2.83,24,NULL,?,8,9,3,0,3,0,23,16.7,0,0,8,0,0,9,0,0,3,0,0,3,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,16188,2.78,35,NULL,?,12,9,7,0,4,0,32,20,0,0,12,0,0,9,0,0,7,0,0,4,Spring 2020,6,POLS ,1101,Undergraduate,-0.050000000000000266,2019-2020,?,Undergraduate
2019,Fall,93625,"Gissy, William",ECON 2100,3.62,30,NULL,?,22,5,1,0,1,0,29,6.7,0,0,22,0,0,5,0,0,1,0,0,1,Fall 2019,5,ECON ,2100,Undergraduate,2020,Spring,19692,3.58,28,NULL,?,18,7,0,0,1,0,26,7.1,1,0,18,0,0,7,0,0,0,0,0,1,Spring 2020,6,ECON ,2100,Undergraduate,-0.040000000000000036,2019-2020,?,Undergraduate
2019,Fall,93626,"Mitchell, Michael",POLS 1101,3.21,19,NULL,?,8,7,4,0,0,0,19,0,0,0,8,0,0,7,0,0,4,0,0,0,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,16186,3.03,34,H,Hybrid,15,11,5,0,3,0,34,8.8,0,0,15,0,0,11,0,0,5,0,0,3,Spring 2020,6,POLS ,1101,Undergraduate,-0.18000000000000016,2019-2020,?,Undergraduate
2019,Fall,93626,"Mitchell, Michael",POLS 1101,3.21,19,NULL,?,8,7,4,0,0,0,19,0,0,0,8,0,0,7,0,0,4,0,0,0,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,16192,3.06,35,NULL,?,14,12,5,2,1,0,34,11.4,0,0,14,0,0,12,0,0,5,0,2,1,Spring 2020,6,POLS ,1101,Undergraduate,-0.1499999999999999,2019-2020,?,Undergraduate
2019,Fall,93626,"Mitchell, Michael",POLS 1101,3.21,19,NULL,?,8,7,4,0,0,0,19,0,0,0,8,0,0,7,0,0,4,0,0,0,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,17171,3.09,34,E,Online,14,10,5,3,0,0,32,14.7,0,0,14,0,0,10,0,0,5,0,3,0,Spring 2020,6,POLS ,1101,Undergraduate,-0.1200000000000001,2019-2020,?,Undergraduate
2019,Fall,93626,"Mitchell, Michael",POLS 1101,3.21,19,NULL,?,8,7,4,0,0,0,19,0,0,0,8,0,0,7,0,0,4,0,0,0,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,19831,2.5,35,H,Hybrid,9,11,7,2,5,0,34,22.9,0,0,9,0,0,11,0,0,7,0,2,5,Spring 2020,6,POLS ,1101,Undergraduate,-0.71,2019-2020,?,Undergraduate
2019,Fall,93627,"Gissy, William",ECON 2105,2.44,21,NULL,?,5,6,3,0,4,0,18,33.3,0,0,5,0,0,6,0,0,3,0,0,4,Fall 2019,5,ECON ,2105,Undergraduate,2020,Spring,16646,3.82,29,NULL,?,23,5,0,0,0,0,28,0,1,0,23,0,0,5,0,0,0,0,0,0,Spring 2020,6,ECON ,2105,Undergraduate,1.38,2019-2020,?,Undergraduate
2019,Fall,93627,"Gissy, William",ECON 2105,2.44,21,NULL,?,5,6,3,0,4,0,18,33.3,0,0,5,0,0,6,0,0,3,0,0,4,Fall 2019,5,ECON ,2105,Undergraduate,2020,Spring,16647,3.17,14,NULL,?,6,2,4,0,0,0,12,7.1,1,0,6,0,0,2,0,0,4,0,0,0,Spring 2020,6,ECON ,2105,Undergraduate,0.73,2019-2020,?,Undergraduate
2019,Fall,93627,"Gissy, William",ECON 2105,2.44,21,NULL,?,5,6,3,0,4,0,18,33.3,0,0,5,0,0,6,0,0,3,0,0,4,Fall 2019,5,ECON ,2105,Undergraduate,2020,Spring,17843,3.38,31,NULL,?,18,8,1,0,2,0,29,12.9,0,0,18,0,0,8,0,0,1,0,0,2,Spring 2020,6,ECON ,2105,Undergraduate,0.94,2019-2020,?,Undergraduate
2019,Fall,93627,"Gissy, William",ECON 2105,2.44,21,NULL,?,5,6,3,0,4,0,18,33.3,0,0,5,0,0,6,0,0,3,0,0,4,Fall 2019,5,ECON ,2105,Undergraduate,2020,Spring,20078,3.45,12,NULL,?,6,4,1,0,0,0,11,8.3,0,0,6,0,0,4,0,0,1,0,0,0,Spring 2020,6,ECON ,2105,Undergraduate,1.0100000000000002,2019-2020,?,Undergraduate
2019,Fall,93627,"Gissy, William",ECON 2105,2.44,21,NULL,?,5,6,3,0,4,0,18,33.3,0,0,5,0,0,6,0,0,3,0,0,4,Fall 2019,5,ECON ,2105,Undergraduate,2020,Spring,20079,3.07,32,NULL,?,11,16,0,0,3,0,30,12.5,1,0,11,0,0,16,0,0,0,0,0,3,Spring 2020,6,ECON ,2105,Undergraduate,0.6299999999999999,2019-2020,?,Undergraduate
2019,Fall,93628,"King, Robert",POLS 2401,2.21,26,NULL,?,3,9,5,4,3,0,24,34.6,0,0,3,0,0,9,0,0,5,0,4,3,Fall 2019,5,POLS ,2401,Undergraduate,2020,Spring,16195,3.2,36,NULL,?,14,17,2,1,1,0,35,5.6,1,0,14,0,0,17,0,0,2,0,1,1,Spring 2020,6,POLS ,2401,Undergraduate,0.9900000000000002,2019-2020,?,Undergraduate
2019,Fall,93628,"King, Robert",POLS 2401,2.21,26,NULL,?,3,9,5,4,3,0,24,34.6,0,0,3,0,0,9,0,0,5,0,4,3,Fall 2019,5,POLS ,2401,Undergraduate,2020,Spring,19832,3,33,NULL,?,12,15,2,2,2,0,33,12.1,0,0,12,0,0,15,0,0,2,0,2,2,Spring 2020,6,POLS ,2401,Undergraduate,0.79,2019-2020,?,Undergraduate
2019,Fall,93630,"Peddle, Joel",POLS 1101,3.15,15,NULL,?,4,7,2,0,0,0,13,13.3,0,0,4,0,0,7,0,0,2,0,0,0,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,16187,2.87,34,NULL,?,11,11,6,0,3,0,31,8.8,3,0,11,0,0,11,0,0,6,0,0,3,Spring 2020,6,POLS ,1101,Undergraduate,-0.2799999999999998,2019-2020,?,Undergraduate
2019,Fall,93630,"Peddle, Joel",POLS 1101,3.15,15,NULL,?,4,7,2,0,0,0,13,13.3,0,0,4,0,0,7,0,0,2,0,0,0,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,16188,2.78,35,NULL,?,12,9,7,0,4,0,32,20,0,0,12,0,0,9,0,0,7,0,0,4,Spring 2020,6,POLS ,1101,Undergraduate,-0.3700000000000001,2019-2020,?,Undergraduate
2019,Fall,93631,"Robinson, Ann",POLS 1101,2.29,15,NULL,?,3,4,4,0,3,0,14,26.7,0,0,3,0,0,4,0,0,4,0,0,3,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,16185,2.63,34,NULL,?,9,10,8,2,3,0,32,20.6,0,0,9,0,0,10,0,0,8,0,2,3,Spring 2020,6,POLS ,1101,Undergraduate,0.33999999999999986,2019-2020,?,Undergraduate
2019,Fall,93631,"Robinson, Ann",POLS 1101,2.29,15,NULL,?,3,4,4,0,3,0,14,26.7,0,0,3,0,0,4,0,0,4,0,0,3,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,16190,2.09,34,NULL,?,4,8,14,1,6,0,33,23.5,0,0,4,0,0,8,0,0,14,0,1,6,Spring 2020,6,POLS ,1101,Undergraduate,-0.20000000000000018,2019-2020,?,Undergraduate
2019,Fall,93631,"Robinson, Ann",POLS 1101,2.29,15,NULL,?,3,4,4,0,3,0,14,26.7,0,0,3,0,0,4,0,0,4,0,0,3,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,18067,2.28,34,NULL,?,8,6,6,4,5,0,29,41.2,0,0,8,0,0,6,0,0,6,0,4,5,Spring 2020,6,POLS ,1101,Undergraduate,-0.010000000000000231,2019-2020,?,Undergraduate
2019,Fall,93631,"Robinson, Ann",POLS 1101,2.29,15,NULL,?,3,4,4,0,3,0,14,26.7,0,0,3,0,0,4,0,0,4,0,0,3,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,18752,2.52,33,NULL,?,6,12,9,0,4,0,31,18.2,0,0,6,0,0,12,0,0,9,0,0,4,Spring 2020,6,POLS ,1101,Undergraduate,0.22999999999999998,2019-2020,?,Undergraduate
2019,Fall,93632,"Taylor, Barton",POLS 1101,2.08,16,NULL,?,3,3,2,2,3,0,13,50,0,0,3,0,0,3,0,0,2,0,2,3,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,16184,1.73,29,NULL,?,2,7,2,5,6,0,22,48.3,4,0,2,0,0,7,0,0,2,0,5,6,Spring 2020,6,POLS ,1101,Undergraduate,-0.3500000000000001,2019-2020,?,Undergraduate
2019,Fall,93632,"Taylor, Barton",POLS 1101,2.08,16,NULL,?,3,3,2,2,3,0,13,50,0,0,3,0,0,3,0,0,2,0,2,3,Fall 2019,5,POLS ,1101,Undergraduate,2020,Spring,16191,2.37,23,NULL,?,7,4,1,3,4,0,19,43.5,1,0,7,0,0,4,0,0,1,0,3,4,Spring 2020,6,POLS ,1101,Undergraduate,0.29000000000000004,2019-2020,?,Undergraduate
2019,Fall,93633,"Holley, Karen",ENGL 1101,1.31,14,NULL,?,0,2,5,1,5,0,13,50,0,0,0,0,0,2,0,0,5,0,1,5,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,14992,1.5,15,NULL,?,3,1,0,0,6,0,10,53.3,3,0,3,0,0,1,0,0,0,0,0,6,Spring 2020,6,ENGL ,1101,Undergraduate,0.18999999999999995,2019-2020,?,Undergraduate
2019,Fall,93633,"Holley, Karen",ENGL 1101,1.31,14,NULL,?,0,2,5,1,5,0,13,50,0,0,0,0,0,2,0,0,5,0,1,5,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,14993,1.31,19,NULL,?,0,1,5,4,3,0,13,47.4,4,0,0,0,0,1,0,0,5,0,4,3,Spring 2020,6,ENGL ,1101,Undergraduate,0,2019-2020,?,Undergraduate
2019,Fall,93633,"Holley, Karen",ENGL 1101,1.31,14,NULL,?,0,2,5,1,5,0,13,50,0,0,0,0,0,2,0,0,5,0,1,5,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,19011,2.28,24,E,Online,8,3,0,0,7,0,18,41.7,3,0,8,0,0,3,0,0,0,0,0,7,Spring 2020,6,ENGL ,1101,Undergraduate,0.9699999999999998,2019-2020,?,Undergraduate
2019,Fall,93636,"Gissy, William",ECON 2105,3.05,23,NULL,?,9,8,2,0,2,0,21,17.4,0,0,9,0,0,8,0,0,2,0,0,2,Fall 2019,5,ECON ,2105,Undergraduate,2020,Spring,16646,3.82,29,NULL,?,23,5,0,0,0,0,28,0,1,0,23,0,0,5,0,0,0,0,0,0,Spring 2020,6,ECON ,2105,Undergraduate,0.77,2019-2020,?,Undergraduate
2019,Fall,93636,"Gissy, William",ECON 2105,3.05,23,NULL,?,9,8,2,0,2,0,21,17.4,0,0,9,0,0,8,0,0,2,0,0,2,Fall 2019,5,ECON ,2105,Undergraduate,2020,Spring,16647,3.17,14,NULL,?,6,2,4,0,0,0,12,7.1,1,0,6,0,0,2,0,0,4,0,0,0,Spring 2020,6,ECON ,2105,Undergraduate,0.1200000000000001,2019-2020,?,Undergraduate
2019,Fall,93636,"Gissy, William",ECON 2105,3.05,23,NULL,?,9,8,2,0,2,0,21,17.4,0,0,9,0,0,8,0,0,2,0,0,2,Fall 2019,5,ECON ,2105,Undergraduate,2020,Spring,17843,3.38,31,NULL,?,18,8,1,0,2,0,29,12.9,0,0,18,0,0,8,0,0,1,0,0,2,Spring 2020,6,ECON ,2105,Undergraduate,0.33000000000000007,2019-2020,?,Undergraduate
2019,Fall,93636,"Gissy, William",ECON 2105,3.05,23,NULL,?,9,8,2,0,2,0,21,17.4,0,0,9,0,0,8,0,0,2,0,0,2,Fall 2019,5,ECON ,2105,Undergraduate,2020,Spring,20078,3.45,12,NULL,?,6,4,1,0,0,0,11,8.3,0,0,6,0,0,4,0,0,1,0,0,0,Spring 2020,6,ECON ,2105,Undergraduate,0.40000000000000036,2019-2020,?,Undergraduate
2019,Fall,93636,"Gissy, William",ECON 2105,3.05,23,NULL,?,9,8,2,0,2,0,21,17.4,0,0,9,0,0,8,0,0,2,0,0,2,Fall 2019,5,ECON ,2105,Undergraduate,2020,Spring,20079,3.07,32,NULL,?,11,16,0,0,3,0,30,12.5,1,0,11,0,0,16,0,0,0,0,0,3,Spring 2020,6,ECON ,2105,Undergraduate,0.020000000000000018,2019-2020,?,Undergraduate
2019,Fall,93638,"Benton, James",FLME 2700,2,6,NULL,?,1,1,2,1,1,0,6,33.3,0,0,1,0,0,1,0,0,2,0,1,1,Fall 2019,5,FLME ,2700,Undergraduate,2020,Spring,15700,1.96,30,NULL,?,3,6,9,7,3,0,28,40,0,0,3,0,0,6,0,0,9,0,7,3,Spring 2020,6,FLME ,2700,Undergraduate,-0.040000000000000036,2019-2020,?,Undergraduate
2019,Fall,93638,"Benton, James",FLME 2700,2,6,NULL,?,1,1,2,1,1,0,6,33.3,0,0,1,0,0,1,0,0,2,0,1,1,Fall 2019,5,FLME ,2700,Undergraduate,2020,Spring,17213,2.8,30,NULL,?,8,8,6,2,1,0,25,23.3,1,0,8,0,0,8,0,0,6,0,2,1,Spring 2020,6,FLME ,2700,Undergraduate,0.7999999999999998,2019-2020,?,Undergraduate
2019,Fall,93639,"De La Brousse, Alain",FREN 1001,3.23,14,NULL,?,8,2,2,0,1,0,13,14.3,0,0,8,0,0,2,0,0,2,0,0,1,Fall 2019,5,FREN ,1001,Undergraduate,2020,Spring,15719,3.38,17,NULL,?,6,6,1,0,0,0,13,23.5,0,0,6,0,0,6,0,0,1,0,0,0,Spring 2020,6,FREN ,1001,Undergraduate,0.1499999999999999,2019-2020,?,Undergraduate
2019,Fall,93640,"Thompson, Lauren",HIST 2110,2.73,11,NULL,?,3,4,3,0,1,0,11,9.1,0,0,3,0,0,4,0,0,3,0,0,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15727,2.94,33,NULL,?,11,14,3,2,2,0,32,15.2,0,0,11,0,0,14,0,0,3,0,2,2,Spring 2020,6,HIST ,2110,Undergraduate,0.20999999999999996,2019-2020,?,Undergraduate
2019,Fall,93640,"Thompson, Lauren",HIST 2110,2.73,11,NULL,?,3,4,3,0,1,0,11,9.1,0,0,3,0,0,4,0,0,3,0,0,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15728,3.23,35,NULL,?,16,14,3,1,1,0,35,5.7,0,0,16,0,0,14,0,0,3,0,1,1,Spring 2020,6,HIST ,2110,Undergraduate,0.5,2019-2020,?,Undergraduate
2019,Fall,93640,"Thompson, Lauren",HIST 2110,2.73,11,NULL,?,3,4,3,0,1,0,11,9.1,0,0,3,0,0,4,0,0,3,0,0,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15729,2.42,12,NULL,?,7,0,0,1,4,0,12,41.7,0,0,7,0,0,0,0,0,0,0,1,4,Spring 2020,6,HIST ,2110,Undergraduate,-0.31000000000000005,2019-2020,?,Undergraduate
2019,Fall,93640,"Thompson, Lauren",HIST 2110,2.73,11,NULL,?,3,4,3,0,1,0,11,9.1,0,0,3,0,0,4,0,0,3,0,0,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15731,3.03,36,NULL,?,14,16,0,2,3,0,35,16.7,0,0,14,0,0,16,0,0,0,0,2,3,Spring 2020,6,HIST ,2110,Undergraduate,0.2999999999999998,2019-2020,?,Undergraduate
2019,Fall,93640,"Thompson, Lauren",HIST 2110,2.73,11,NULL,?,3,4,3,0,1,0,11,9.1,0,0,3,0,0,4,0,0,3,0,0,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,17165,2.69,34,E,Online,13,7,2,1,6,0,29,35.3,0,0,13,0,0,7,0,0,2,0,1,6,Spring 2020,6,HIST ,2110,Undergraduate,-0.040000000000000036,2019-2020,?,Undergraduate
2019,Fall,93640,"Thompson, Lauren",HIST 2110,2.73,11,NULL,?,3,4,3,0,1,0,11,9.1,0,0,3,0,0,4,0,0,3,0,0,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,22502,2.76,30,NULL,?,9,9,8,1,2,0,29,13.3,0,0,9,0,0,9,0,0,8,0,1,2,Spring 2020,6,HIST ,2110,Undergraduate,0.029999999999999805,2019-2020,?,Undergraduate
2019,Fall,93641,"Thompson, Lauren",HIST 2110,2.22,19,NULL,?,4,5,4,1,4,0,18,31.6,0,0,4,0,0,5,0,0,4,0,1,4,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15727,2.94,33,NULL,?,11,14,3,2,2,0,32,15.2,0,0,11,0,0,14,0,0,3,0,2,2,Spring 2020,6,HIST ,2110,Undergraduate,0.7199999999999998,2019-2020,?,Undergraduate
2019,Fall,93641,"Thompson, Lauren",HIST 2110,2.22,19,NULL,?,4,5,4,1,4,0,18,31.6,0,0,4,0,0,5,0,0,4,0,1,4,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15728,3.23,35,NULL,?,16,14,3,1,1,0,35,5.7,0,0,16,0,0,14,0,0,3,0,1,1,Spring 2020,6,HIST ,2110,Undergraduate,1.0099999999999998,2019-2020,?,Undergraduate
2019,Fall,93641,"Thompson, Lauren",HIST 2110,2.22,19,NULL,?,4,5,4,1,4,0,18,31.6,0,0,4,0,0,5,0,0,4,0,1,4,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15729,2.42,12,NULL,?,7,0,0,1,4,0,12,41.7,0,0,7,0,0,0,0,0,0,0,1,4,Spring 2020,6,HIST ,2110,Undergraduate,0.19999999999999973,2019-2020,?,Undergraduate
2019,Fall,93641,"Thompson, Lauren",HIST 2110,2.22,19,NULL,?,4,5,4,1,4,0,18,31.6,0,0,4,0,0,5,0,0,4,0,1,4,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15731,3.03,36,NULL,?,14,16,0,2,3,0,35,16.7,0,0,14,0,0,16,0,0,0,0,2,3,Spring 2020,6,HIST ,2110,Undergraduate,0.8099999999999996,2019-2020,?,Undergraduate
2019,Fall,93641,"Thompson, Lauren",HIST 2110,2.22,19,NULL,?,4,5,4,1,4,0,18,31.6,0,0,4,0,0,5,0,0,4,0,1,4,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,17165,2.69,34,E,Online,13,7,2,1,6,0,29,35.3,0,0,13,0,0,7,0,0,2,0,1,6,Spring 2020,6,HIST ,2110,Undergraduate,0.46999999999999975,2019-2020,?,Undergraduate
2019,Fall,93641,"Thompson, Lauren",HIST 2110,2.22,19,NULL,?,4,5,4,1,4,0,18,31.6,0,0,4,0,0,5,0,0,4,0,1,4,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,22502,2.76,30,NULL,?,9,9,8,1,2,0,29,13.3,0,0,9,0,0,9,0,0,8,0,1,2,Spring 2020,6,HIST ,2110,Undergraduate,0.5399999999999996,2019-2020,?,Undergraduate
2019,Fall,93644,"Walker, John",HIST 2110,2.93,16,NULL,?,6,6,0,2,1,0,15,25,0,0,6,0,0,6,0,0,0,0,2,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15726,2.91,34,NULL,?,16,11,1,0,6,0,34,17.7,0,0,16,0,0,11,0,0,1,0,0,6,Spring 2020,6,HIST ,2110,Undergraduate,-0.020000000000000018,2019-2020,?,Undergraduate
2019,Fall,93645,"Thompson, Lauren",HIST 2110,3,12,NULL,?,5,3,3,1,0,0,12,8.3,0,0,5,0,0,3,0,0,3,0,1,0,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15727,2.94,33,NULL,?,11,14,3,2,2,0,32,15.2,0,0,11,0,0,14,0,0,3,0,2,2,Spring 2020,6,HIST ,2110,Undergraduate,-0.06000000000000005,2019-2020,?,Undergraduate
2019,Fall,93645,"Thompson, Lauren",HIST 2110,3,12,NULL,?,5,3,3,1,0,0,12,8.3,0,0,5,0,0,3,0,0,3,0,1,0,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15728,3.23,35,NULL,?,16,14,3,1,1,0,35,5.7,0,0,16,0,0,14,0,0,3,0,1,1,Spring 2020,6,HIST ,2110,Undergraduate,0.22999999999999998,2019-2020,?,Undergraduate
2019,Fall,93645,"Thompson, Lauren",HIST 2110,3,12,NULL,?,5,3,3,1,0,0,12,8.3,0,0,5,0,0,3,0,0,3,0,1,0,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15729,2.42,12,NULL,?,7,0,0,1,4,0,12,41.7,0,0,7,0,0,0,0,0,0,0,1,4,Spring 2020,6,HIST ,2110,Undergraduate,-0.5800000000000001,2019-2020,?,Undergraduate
2019,Fall,93645,"Thompson, Lauren",HIST 2110,3,12,NULL,?,5,3,3,1,0,0,12,8.3,0,0,5,0,0,3,0,0,3,0,1,0,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15731,3.03,36,NULL,?,14,16,0,2,3,0,35,16.7,0,0,14,0,0,16,0,0,0,0,2,3,Spring 2020,6,HIST ,2110,Undergraduate,0.029999999999999805,2019-2020,?,Undergraduate
2019,Fall,93645,"Thompson, Lauren",HIST 2110,3,12,NULL,?,5,3,3,1,0,0,12,8.3,0,0,5,0,0,3,0,0,3,0,1,0,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,17165,2.69,34,E,Online,13,7,2,1,6,0,29,35.3,0,0,13,0,0,7,0,0,2,0,1,6,Spring 2020,6,HIST ,2110,Undergraduate,-0.31000000000000005,2019-2020,?,Undergraduate
2019,Fall,93645,"Thompson, Lauren",HIST 2110,3,12,NULL,?,5,3,3,1,0,0,12,8.3,0,0,5,0,0,3,0,0,3,0,1,0,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,22502,2.76,30,NULL,?,9,9,8,1,2,0,29,13.3,0,0,9,0,0,9,0,0,8,0,1,2,Spring 2020,6,HIST ,2110,Undergraduate,-0.2400000000000002,2019-2020,?,Undergraduate
2019,Fall,93646,"Furey, Hester",ENGL 1101,1.86,16,NULL,?,3,3,2,1,5,0,14,50,0,0,3,0,0,3,0,0,2,0,1,5,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,14994,2.36,24,NULL,?,3,7,8,3,1,0,22,20.8,1,0,3,0,0,7,0,0,8,0,3,1,Spring 2020,6,ENGL ,1101,Undergraduate,0.4999999999999998,2019-2020,?,Undergraduate
2019,Fall,93646,"Furey, Hester",ENGL 1101,1.86,16,NULL,?,3,3,2,1,5,0,14,50,0,0,3,0,0,3,0,0,2,0,1,5,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,18093,2,22,NULL,?,0,8,8,0,4,0,20,18.2,2,0,0,0,0,8,0,0,8,0,0,4,Spring 2020,6,ENGL ,1101,Undergraduate,0.1399999999999999,2019-2020,?,Undergraduate
2019,Fall,93648,"Walker, John",HIST 2110,2.08,12,NULL,?,1,6,1,1,3,0,12,33.3,0,0,1,0,0,6,0,0,1,0,1,3,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15726,2.91,34,NULL,?,16,11,1,0,6,0,34,17.7,0,0,16,0,0,11,0,0,1,0,0,6,Spring 2020,6,HIST ,2110,Undergraduate,0.8300000000000001,2019-2020,?,Undergraduate
2019,Fall,93649,"Ravita, Tracienne",ENGL 1101,3,6,NULL,?,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,15001,2.38,16,NULL,?,1,7,1,4,0,0,13,37.5,1,0,1,0,0,7,0,0,1,0,4,0,Spring 2020,6,ENGL ,1101,Undergraduate,-0.6200000000000001,2019-2020,?,Undergraduate
2019,Fall,93649,"Ravita, Tracienne",ENGL 1101,3,6,NULL,?,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,Fall 2019,5,ENGL ,1101,Undergraduate,2020,Spring,18097,1.17,21,NULL,?,1,2,5,1,9,0,18,57.1,1,0,1,0,0,2,0,0,5,0,1,9,Spring 2020,6,ENGL ,1101,Undergraduate,-1.83,2019-2020,?,Undergraduate
2019,Fall,93651,"Thompson, Lauren",HIST 2110,2.76,21,NULL,?,6,7,6,1,1,0,21,9.5,0,0,6,0,0,7,0,0,6,0,1,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15727,2.94,33,NULL,?,11,14,3,2,2,0,32,15.2,0,0,11,0,0,14,0,0,3,0,2,2,Spring 2020,6,HIST ,2110,Undergraduate,0.18000000000000016,2019-2020,?,Undergraduate
2019,Fall,93651,"Thompson, Lauren",HIST 2110,2.76,21,NULL,?,6,7,6,1,1,0,21,9.5,0,0,6,0,0,7,0,0,6,0,1,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15728,3.23,35,NULL,?,16,14,3,1,1,0,35,5.7,0,0,16,0,0,14,0,0,3,0,1,1,Spring 2020,6,HIST ,2110,Undergraduate,0.4700000000000002,2019-2020,?,Undergraduate
2019,Fall,93651,"Thompson, Lauren",HIST 2110,2.76,21,NULL,?,6,7,6,1,1,0,21,9.5,0,0,6,0,0,7,0,0,6,0,1,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15729,2.42,12,NULL,?,7,0,0,1,4,0,12,41.7,0,0,7,0,0,0,0,0,0,0,1,4,Spring 2020,6,HIST ,2110,Undergraduate,-0.33999999999999986,2019-2020,?,Undergraduate
2019,Fall,93651,"Thompson, Lauren",HIST 2110,2.76,21,NULL,?,6,7,6,1,1,0,21,9.5,0,0,6,0,0,7,0,0,6,0,1,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,15731,3.03,36,NULL,?,14,16,0,2,3,0,35,16.7,0,0,14,0,0,16,0,0,0,0,2,3,Spring 2020,6,HIST ,2110,Undergraduate,0.27,2019-2020,?,Undergraduate
2019,Fall,93651,"Thompson, Lauren",HIST 2110,2.76,21,NULL,?,6,7,6,1,1,0,21,9.5,0,0,6,0,0,7,0,0,6,0,1,1,Fall 2019,5,HIST ,2110,Undergraduate,2020,Spring,17165,2.69,34,E,Online,13,7,2,1,6,0,29,35.3,0,0,13,0,0,7,0,0,2,0,1,6,Spring 2020,6,HIST ,2110,Undergraduate,-0.06999999999999984,2019-2020,?,Undergraduate
